timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1648080000000,94.88,103.7,93.26,102.32,4777009,1648166399999,474518000.0,577470,2501930.0,248454000.0
1648166400000,102.32,104.86,96.95,98.6,3360441,1648252799999,341405000.0,437293,1656760.0,168444000.0
1648252800000,98.6,103.4,97.63,101.73,1906343,1648339199999,192503000.0,259494,967949.0,97722600.0
1648339200000,101.73,107.46,98.77,107.04,2351081,1648425599999,242015000.0,345634,1235330.0,127285000.0
1648425600000,107.04,113.87,105.22,105.75,4146023,1648511999999,454985000.0,653182,2087440.0,229173000.0
1648512000000,105.75,115.7,105.49,111.62,3727260,1648598399999,416037000.0,590421,1847840.0,206247000.0
1648598400000,111.62,125.26,107.11,120.82,5250424,1648684799999,615095000.0,827629,2742470.0,321357000.0
1648684800000,120.82,129.5,119.95,122.77,5143975,1648771199999,640564000.0,858853,2627730.0,327349000.0
1648771200000,122.79,138.4,117.39,134.52,5505078,1648857599999,704191000.0,995872,2891320.0,370222000.0
1648857600000,134.53,143.51,131.47,132.49,4193984,1648943999999,575683000.0,758063,2058210.0,282605000.0
1648944000000,132.48,141.11,130.52,136.9,2964507,1649030399999,405019000.0,540376,1504660.0,205686000.0
1649030400000,136.9,138.29,125.82,132.14,3456901,1649116799999,457753000.0,582791,1707580.0,226158000.0
1649116800000,132.14,136.63,126.07,126.87,2833886,1649203199999,374059000.0,542422,1422220.0,187819000.0
1649203200000,126.88,127.4,112.1,112.95,4266870,1649289599999,512274000.0,740311,2025250.0,243339000.0
1649289600000,112.94,120.0,110.88,118.48,3326347,1649375999999,383157000.0,581932,1697570.0,195658000.0
1649376000000,118.47,122.42,108.1,109.92,3328966,1649462399999,387721000.0,550158,1660640.0,193727000.0
1649462400000,109.92,113.69,108.28,112.96,1376897,1649548799999,152115000.0,246823,701537.0,77520900.0
1649548800000,112.97,116.09,109.71,111.07,1560720,1649635199999,175614000.0,282125,742816.0,83659200.0
1649635200000,111.06,111.94,98.1,99.67,3332133,1649721599999,348238000.0,491379,1606770.0,167966000.0
1649721600000,99.64,109.36,98.31,103.22,3527634,1649807999999,366260000.0,526763,1779370.0,184780000.0
1649808000000,103.21,106.04,100.09,104.94,2204306,1649894399999,228563000.0,352611,1125140.0,116671000.0
